sector,state,collateral_type,business_age_months,monthly_revenue,monthly_expenses,loan_amount,loan_tenor_months,interest_rate,avg_monthly_txn_count,avg_txn_value,airtime_topup_freq_monthly,mobile_money_balance_volatility,utility_payment_consistency,prior_loans_count,prior_default_count,bvn_linked,has_registered_business,owner_age,default
Agric,Oyo,Inventory,27,2345717.44,2094458.87,2017632.26,18,0.339,67,35010.71,5,0.478,0.577,3,1,1,1,31,0
Agric,Kano,None,102,957206.19,789261.47,2383606.37,18,0.42,50,19144.12,9,0.41,0.508,3,0,0,0,58,1
Agric,Kano,None,129,282941.47,259533.08,651033.81,3,0.348,49,5774.32,9,0.695,0.764,1,0,1,0,25,1
Fashion,Oyo,Equipment,38,360154.46,300113.72,567699.39,3,0.346,56,6431.33,10,0.693,0.455,0,0,1,1,54,0
Trading,Kaduna,Property,87,2482321.55,1793932.89,7345820.63,6,0.296,65,38189.56,5,0.83,0.337,2,1,1,0,25,1
Transport,Abuja,None,14,224200.77,153815.56,392696.07,6,0.285,64,3503.14,8,0.862,0.946,2,0,1,0,51,0
Food Services,Oyo,Inventory,20,4835985.99,4222926.93,4990151.52,6,0.261,57,84841.86,7,0.754,0.562,1,0,0,1,56,0
Fashion,Oyo,Vehicle,104,3946871.4,3465998.65,9780894.96,18,0.396,57,69243.36,6,0.326,0.254,1,0,0,1,52,0
Retail,Lagos,Inventory,100,4981541.12,3810912.65,14057191.14,6,0.343,69,72196.25,9,0.309,0.641,2,0,1,1,45,0
Trading,Delta,None,135,1027491.9,838388.13,1187711.49,12,0.24,63,16309.4,8,0.609,0.605,0,0,0,0,40,0
Fashion,Oyo,Inventory,164,536395.83,379921.6,277210.58,9,0.305,68,7888.17,9,0.806,0.977,3,1,1,0,54,0
Trading,Rivers,Inventory,35,1005214.63,601386.83,2033750.42,6,0.185,46,21852.49,11,0.627,0.608,1,1,1,0,36,0
Transport,Enugu,None,62,1652378.72,863353.37,3853264.72,24,0.164,59,28006.42,6,0.125,0.797,5,0,1,0,36,0
Transport,Enugu,Equipment,154,406078.47,322494.29,467858.04,6,0.191,49,8287.32,9,0.572,0.705,3,1,1,0,35,1
Agric,Delta,Inventory,10,270740.77,216902.85,787622.84,6,0.41,63,4297.47,8,0.377,0.459,2,0,0,0,38,0
Fashion,Lagos,Equipment,149,564930.03,451587.33,519223.31,6,0.227,57,9911.05,11,0.785,0.436,1,1,1,0,23,1
Agric,Kano,Equipment,170,364005.04,274126.14,911065.2,24,0.439,63,5777.86,5,0.846,0.529,1,0,1,0,42,0
Agric,Rivers,None,18,2228407.65,1457557.74,5996144.37,24,0.251,54,41266.81,10,0.515,0.948,0,0,1,0,56,0
Fashion,Oyo,None,26,418827.09,255030.72,388340.96,12,0.273,59,7098.76,6,0.161,0.289,1,0,0,1,59,0
Food Services,Oyo,None,123,794984.04,420997.45,1393892.89,12,0.394,54,14721.93,10,0.887,0.882,5,0,1,1,54,0
Agric,Kano,None,86,1766898.78,1001131.79,1007339.1,12,0.217,57,30998.22,13,0.761,0.85,0,0,1,0,40,0
Food Services,Delta,Equipment,177,2307921.93,1806489.39,4857535.94,12,0.423,54,42739.3,9,0.302,0.757,2,1,1,0,41,0
Food Services,Oyo,None,98,880023.03,744175.73,1642297.42,18,0.346,65,13538.82,8,0.78,0.759,1,1,1,1,43,1
Fashion,Kano,Equipment,118,1030821.5,936429.46,2521059.21,3,0.169,61,16898.71,10,0.877,0.367,1,0,1,1,58,0
Trading,Lagos,None,43,292058.22,157057.97,512034.76,18,0.437,53,5510.53,6,0.689,0.964,0,0,1,0,30,0
Retail,Abuja,None,59,1831692.54,1586816.87,2536364.18,18,0.236,55,33303.5,4,0.397,0.545,1,1,1,1,46,0
Transport,Delta,None,32,2274272.82,1748549.41,1914208.67,24,0.22,63,36099.57,11,0.674,0.47,2,1,1,1,44,0
Food Services,Kano,Inventory,27,135493.95,86118.92,85047.39,9,0.419,55,2463.53,7,0.077,0.806,3,0,1,1,60,0
Fashion,Delta,Equipment,21,3564916.67,2946784.13,6495563.61,3,0.248,65,54844.87,9,0.396,0.833,3,0,1,1,37,0
Retail,Oyo,Property,160,388250.68,366978.16,1086018.75,9,0.367,55,7059.1,10,0.867,0.387,0,0,1,0,24,0
Agric,Oyo,None,13,1245649.7,835504.51,3008259.06,9,0.16,60,20760.83,1,0.86,0.929,2,0,1,0,41,1
Food Services,Kano,Equipment,93,782152.92,611915.04,1159777.67,12,0.426,60,13035.88,6,0.541,0.472,4,1,1,1,23,1
Agric,Oyo,Property,91,690838.76,426506.35,2044409.32,6,0.273,75,9211.18,9,0.575,0.571,2,0,0,0,32,1
Retail,Lagos,None,11,605696.2,358731.23,581468.47,3,0.204,52,11648.0,7,0.684,0.348,1,0,1,1,51,0
Food Services,Lagos,None,151,298550.09,169310.47,893880.58,3,0.444,58,5147.42,8,0.642,0.549,1,0,0,1,52,0
Tech,Kano,None,90,1168749.82,601285.7,1256802.78,18,0.373,54,21643.52,8,0.715,0.786,6,1,1,1,33,0
Agric,Oyo,None,23,563859.17,465586.81,519058.59,3,0.388,66,8543.32,4,0.864,0.242,1,1,1,1,21,1
Trading,Oyo,Property,24,224475.06,126981.4,593923.02,12,0.3,64,3507.42,7,0.694,0.376,3,1,0,1,31,1
Tech,Kano,Inventory,126,287361.36,231131.3,480506.64,18,0.357,55,5224.75,9,0.462,0.779,1,0,0,1,42,0
Food Services,Abuja,Inventory,111,227931.03,203160.4,622170.57,12,0.237,63,3617.95,9,0.44,0.476,0,0,1,1,50,0
Tech,Enugu,Property,74,454916.2,400767.45,1078197.17,3,0.305,62,7337.36,6,0.776,0.356,2,0,1,1,61,0
Transport,Oyo,Inventory,73,1128713.87,716207.63,1006615.34,3,0.264,70,16124.48,1,0.15,0.251,0,0,1,0,55,0
Agric,Lagos,Equipment,7,384613.32,213838.39,309540.91,24,0.278,61,6305.14,9,0.731,0.624,3,1,1,0,62,0
Fashion,Kano,None,6,1754856.07,1227309.51,2837455.58,12,0.151,67,26191.88,11,0.363,0.271,3,1,1,0,62,0
Fashion,Enugu,Inventory,96,655207.31,381055.56,1247424.36,18,0.393,58,11296.68,10,0.685,0.386,1,0,1,0,42,0
Transport,Kaduna,None,66,562156.51,375564.71,875859.69,24,0.215,68,8267.01,3,0.514,0.596,4,0,1,0,44,0
Fashion,Abuja,None,46,740505.91,559799.97,762700.28,9,0.292,67,11052.33,4,0.347,0.218,2,0,1,1,47,0
Transport,Delta,None,68,2560311.37,2022533.67,2672519.63,24,0.348,60,42671.86,12,0.835,0.49,0,0,1,0,36,0
Retail,Enugu,Equipment,109,212308.39,127012.58,376799.1,9,0.16,63,3369.97,9,0.062,0.213,4,0,1,0,54,0
Fashion,Kano,Equipment,53,3238854.49,1950707.81,1735211.11,24,0.253,57,56822.01,6,0.228,0.543,3,1,1,1,42,0
Fashion,Enugu,Equipment,63,1730886.21,1539944.09,2764866.46,18,0.229,40,43272.16,10,0.449,0.295,0,0,1,1,43,0
Fashion,Kaduna,None,51,715337.08,661829.5,417086.35,6,0.19,58,12333.4,10,0.551,0.697,3,0,1,0,50,0
Agric,Rivers,Vehicle,120,2115333.66,1669211.35,5675096.03,3,0.394,56,37773.82,6,0.632,0.657,1,0,1,0,28,0
Transport,Rivers,None,10,545672.6,409565.72,1118781.07,24,0.312,74,7373.95,8,0.336,0.526,3,0,1,1,61,1
Trading,Kano,Property,165,943272.54,750970.36,849389.5,9,0.287,59,15987.67,3,0.468,0.657,1,0,1,0,32,0
Transport,Lagos,Equipment,100,448079.94,249974.48,1084988.33,24,0.19,78,5744.61,8,0.347,0.455,1,0,1,0,49,0
Tech,Kaduna,Inventory,44,1740751.8,1573060.95,3014182.84,6,0.304,67,25981.37,9,0.113,0.314,0,0,1,0,48,0
Retail,Delta,Inventory,136,385952.64,229204.94,685747.77,9,0.23,56,6892.01,8,0.699,0.705,1,0,1,0,25,1
Food Services,Oyo,Property,169,696462.33,558114.46,794188.67,6,0.188,49,14213.52,2,0.35,0.634,1,0,0,0,34,0
Food Services,Delta,Equipment,11,1344086.2,806299.57,1995149.56,3,0.308,56,24001.54,7,0.5,0.85,0,0,1,0,26,1
Trading,Lagos,None,37,1873597.01,1531864.51,5050064.93,12,0.355,60,31226.62,20,0.153,0.314,0,0,1,1,59,0
Agric,Enugu,Property,26,348349.12,292280.66,302367.42,9,0.167,71,4906.33,9,0.42,0.244,2,0,1,1,25,1
Agric,Kano,None,13,1436649.77,1197405.47,2958446.53,6,0.167,66,21767.42,14,0.738,0.7,0,0,1,0,28,1
Food Services,Abuja,Inventory,133,301405.99,208848.53,314139.88,9,0.372,65,4637.02,7,0.453,0.445,2,1,0,1,55,1
Tech,Abuja,Equipment,35,105314.06,81425.11,169767.42,9,0.212,68,1548.74,8,0.776,0.693,0,0,1,1,30,1
Fashion,Oyo,Property,69,372034.81,286130.07,681773.54,6,0.196,67,5552.76,5,0.813,0.202,2,0,1,0,31,0
Fashion,Enugu,Inventory,146,1546019.28,1274137.54,1243732.82,18,0.439,62,24935.79,5,0.187,0.706,1,0,1,1,58,0
Fashion,Rivers,None,110,721440.23,522719.8,502321.41,6,0.204,68,10609.42,10,0.758,0.309,1,0,1,0,56,0
Trading,Oyo,Inventory,122,450675.04,328218.6,770721.07,12,0.355,46,9797.28,8,0.184,0.576,5,0,1,1,40,0
Trading,Delta,None,18,766761.05,619530.51,1168052.42,18,0.394,72,10649.46,8,0.657,0.374,2,0,1,1,59,0
Retail,Lagos,Inventory,174,744270.41,429122.43,2085809.22,6,0.249,61,12201.15,6,0.361,0.551,3,1,1,1,40,0
Retail,Delta,Inventory,15,1276597.25,1013127.91,2865948.68,3,0.289,49,26053.01,8,0.468,0.784,3,0,1,0,45,0
Fashion,Oyo,Property,128,171007.22,96910.46,468907.16,3,0.316,53,3226.55,12,0.351,0.687,4,0,0,0,38,0
Agric,Abuja,None,115,665226.15,549593.72,1876444.2,12,0.21,68,9782.74,7,0.659,0.444,1,0,1,0,58,1
Retail,Enugu,None,74,815738.85,550632.62,446750.66,3,0.239,60,13595.65,9,0.143,0.757,0,0,1,0,47,0
Agric,Oyo,Inventory,151,213451.91,187370.7,576246.06,3,0.439,60,3557.53,7,0.603,0.738,0,0,0,0,59,1
Agric,Kaduna,None,160,210833.88,113805.04,610614.95,9,0.232,53,3978.0,7,0.221,0.843,2,0,1,1,29,0
Agric,Lagos,None,13,525319.76,371524.81,857115.62,6,0.394,62,8472.9,9,0.525,0.547,2,0,1,1,38,0
Agric,Lagos,Inventory,172,735033.87,422826.65,1536198.05,9,0.311,57,12895.33,11,0.733,0.704,3,0,1,1,26,0
Tech,Enugu,Inventory,44,737367.3,656985.74,1006464.56,18,0.344,59,12497.75,5,0.091,0.987,2,0,1,1,32,0
Retail,Abuja,None,142,442097.78,245966.23,330089.63,18,0.287,46,9610.82,8,0.53,0.433,1,1,1,1,53,1
Tech,Rivers,Inventory,147,426087.02,306074.44,492774.74,9,0.326,58,7346.33,6,0.697,0.44,2,0,1,1,63,0
Tech,Kano,Property,100,511110.61,279763.06,358472.73,3,0.312,51,10021.78,8,0.434,0.778,1,1,0,0,36,0
Fashion,Enugu,Inventory,155,954239.14,819663.37,1638406.72,6,0.295,60,15903.99,7,0.326,0.964,2,0,1,1,61,0
Food Services,Rivers,None,148,2235910.1,1401731.86,4771359.33,24,0.391,63,35490.64,9,0.789,0.493,1,0,0,0,54,0
Tech,Delta,None,94,98878.07,75871.78,50730.91,3,0.414,51,1938.79,10,0.128,0.903,0,0,1,0,39,0
Transport,Kano,None,33,1277865.81,736772.27,1370075.33,6,0.227,75,17038.21,9,0.086,0.423,0,0,1,1,44,0
Fashion,Rivers,Inventory,78,659979.14,434413.22,451703.79,24,0.191,65,10153.53,4,0.584,0.481,2,1,1,0,24,1
Transport,Lagos,Equipment,162,1170744.06,645271.66,3411965.67,9,0.393,72,16260.33,10,0.778,0.984,1,0,1,1,62,0
Trading,Kaduna,None,37,2120132.2,1585591.69,5316821.19,3,0.214,72,29446.28,12,0.814,0.449,2,0,1,0,61,1
Food Services,Lagos,None,179,369677.59,185413.24,213478.66,24,0.41,57,6485.57,6,0.546,0.762,1,0,1,1,58,0
Agric,Kano,None,33,1706362.06,1615723.81,4325576.04,18,0.181,75,22751.49,9,0.538,0.574,0,0,1,0,41,0
Retail,Enugu,None,120,235946.75,162172.22,605948.02,24,0.177,66,3574.95,10,0.733,0.384,0,0,1,1,25,0
Transport,Oyo,Vehicle,115,818181.37,640841.57,2056171.11,18,0.204,57,14354.06,13,0.85,0.216,1,0,1,1,58,1
Retail,Abuja,None,36,586386.79,368867.46,1580927.04,12,0.154,69,8498.36,9,0.778,0.724,0,0,1,1,35,0
Agric,Lagos,None,85,760439.26,466880.56,1270743.37,18,0.374,51,14910.57,10,0.096,0.968,2,0,1,1,40,0
Food Services,Enugu,Inventory,26,299499.83,263787.69,329010.62,3,0.269,59,5076.27,3,0.674,0.218,2,0,1,0,38,0
Trading,Kano,None,66,1080781.67,909134.41,2892301.4,3,0.434,52,20784.26,5,0.21,0.798,2,0,1,0,47,0
Agric,Lagos,None,172,3040883.14,2400720.72,7865600.35,12,0.26,59,51540.39,7,0.323,0.355,1,0,1,1,47,0
Food Services,Rivers,Inventory,10,304165.98,255054.49,360976.1,9,0.361,48,6336.79,11,0.219,0.886,2,0,1,1,22,1
Fashion,Oyo,None,156,865169.72,500838.89,1688636.69,18,0.355,53,16323.96,10,0.872,0.576,1,0,1,1,33,0
Trading,Rivers,None,122,1575819.18,1450291.81,2981995.68,24,0.247,45,35018.2,8,0.253,0.471,3,0,1,0,25,0
Fashion,Kano,Equipment,135,558457.25,393508.79,959888.14,6,0.418,71,7865.6,8,0.318,0.305,1,0,0,1,39,1
Food Services,Lagos,Inventory,51,2481450.01,2210774.06,5016328.4,6,0.269,52,47720.19,14,0.718,0.471,1,0,1,1,29,0
Trading,Kaduna,None,170,495479.12,411854.94,351752.61,6,0.315,62,7991.6,7,0.157,0.904,3,0,0,0,25,0
Retail,Enugu,Property,46,656931.33,412989.45,1075140.06,18,0.269,60,10948.86,9,0.766,0.519,1,1,0,0,60,1
Tech,Kaduna,None,91,298391.37,225641.35,357974.1,9,0.281,72,4144.32,9,0.261,0.331,2,0,1,0,46,1
Trading,Lagos,Vehicle,7,817438.8,764297.6,413568.16,9,0.166,46,17770.41,1,0.155,0.959,0,0,1,0,46,0
Agric,Kano,Vehicle,159,731403.56,377908.66,1315017.55,18,0.243,61,11990.22,11,0.28,0.362,0,0,0,1,24,0
Agric,Abuja,Inventory,127,1292787.27,894501.2,1825104.58,9,0.434,56,23085.49,10,0.419,0.73,2,0,1,0,53,0
Agric,Oyo,None,30,411438.39,320610.41,649288.79,12,0.399,69,5962.88,8,0.381,0.522,1,0,1,1,29,1
Retail,Kaduna,Property,119,394827.38,257803.81,307324.39,18,0.414,71,5560.95,7,0.677,0.34,3,0,1,0,43,1
Tech,Rivers,Inventory,33,1105980.58,711214.35,1951006.51,6,0.364,69,16028.7,7,0.344,0.421,0,0,1,1,58,0
Agric,Kaduna,None,80,2565006.17,2146682.48,3014689.59,12,0.346,53,48396.34,8,0.466,0.662,2,2,0,1,25,1
Retail,Oyo,Inventory,92,1284794.35,1172178.4,644266.79,24,0.42,60,21413.24,10,0.833,0.887,1,0,1,0,33,0
Agric,Kaduna,Inventory,167,3846487.78,2853835.25,9424000.84,24,0.311,74,51979.56,13,0.256,0.703,0,0,1,1,53,0
Fashion,Lagos,Property,60,1202335.8,1114197.83,2488350.12,24,0.425,73,16470.35,5,0.828,0.502,1,0,1,0,31,0
Agric,Delta,Equipment,3,1163989.13,635043.85,2118215.79,6,0.275,58,20068.78,11,0.871,0.837,1,1,1,0,24,0
Food Services,Kano,Property,78,1344272.58,809738.27,2762671.59,12,0.329,49,27434.13,8,0.72,0.238,2,0,1,1,42,0
Tech,Abuja,Equipment,166,2783873.0,1501817.01,3644553.1,12,0.292,45,61863.84,7,0.707,0.515,3,0,1,0,38,0
Fashion,Rivers,Equipment,143,2221766.28,1546328.06,1794280.14,3,0.156,57,38978.36,7,0.102,0.828,0,0,0,1,53,0
Transport,Delta,Inventory,11,274748.0,214858.88,382536.46,12,0.21,71,3869.69,9,0.473,0.968,1,0,1,1,47,0
Agric,Delta,Vehicle,10,1499322.2,884918.5,3706618.81,6,0.428,76,19727.92,6,0.335,0.967,2,0,1,1,28,0
Transport,Rivers,Vehicle,136,926177.2,650030.44,1871493.92,12,0.329,79,11723.76,8,0.392,0.451,1,1,1,0,21,0
Agric,Kano,Property,130,612539.36,494918.06,1517938.0,12,0.164,61,10041.63,13,0.165,0.705,1,0,1,1,56,0
Trading,Enugu,Property,100,147910.67,116519.48,407597.99,18,0.44,57,2594.92,6,0.136,0.669,1,0,1,0,25,0
Agric,Oyo,Inventory,16,182381.36,142836.86,205022.81,18,0.428,56,3256.81,9,0.226,0.291,2,1,1,0,49,0
Agric,Rivers,None,51,525433.81,406010.33,1463895.31,12,0.364,60,8757.23,9,0.787,0.349,2,1,1,0,58,1
Trading,Abuja,Property,152,195217.12,184280.01,420985.25,9,0.235,67,2913.69,9,0.443,0.994,3,3,1,0,38,0
Trading,Abuja,None,25,535319.4,439638.91,1018148.32,24,0.238,80,6691.49,8,0.256,0.517,0,0,0,1,35,0
Food Services,Abuja,None,37,1387351.55,1260343.47,2438997.04,6,0.41,68,20402.23,13,0.183,0.586,2,0,0,1,38,0
Tech,Delta,Inventory,81,432414.25,401400.89,722910.37,6,0.168,57,7586.21,9,0.095,0.91,2,1,0,0,38,0
Retail,Rivers,Inventory,132,786317.82,697350.26,538427.06,24,0.221,53,14836.19,13,0.617,0.771,4,0,1,1,24,0
Food Services,Enugu,Inventory,149,278463.77,151157.27,177270.33,24,0.2,63,4420.06,9,0.753,0.887,2,1,1,1,57,1
Agric,Delta,None,106,954450.02,704536.86,1266973.39,9,0.365,55,17353.64,4,0.396,0.418,1,1,1,0,35,0
Retail,Kaduna,None,89,1152359.17,774017.32,1162601.07,24,0.265,51,22595.28,8,0.444,0.404,2,1,1,1,55,1
Fashion,Kaduna,None,70,202675.04,110190.53,145222.52,24,0.425,58,3494.4,8,0.571,0.853,1,0,1,1,46,0
Transport,Rivers,None,8,370757.07,279511.54,208029.26,24,0.391,56,6620.66,9,0.355,0.94,1,0,1,1,55,0
Retail,Rivers,None,48,233175.52,138919.22,686928.03,12,0.445,53,4399.54,2,0.476,0.742,1,0,1,0,35,1
Agric,Kaduna,Equipment,39,1153479.19,878699.39,1188354.56,18,0.24,66,17476.96,9,0.424,0.45,3,0,1,0,45,0
Trading,Enugu,None,11,845434.44,733689.14,2503944.08,12,0.292,56,15097.04,8,0.222,0.518,0,0,1,0,23,0
Trading,Enugu,Inventory,134,697501.11,472366.67,1298226.86,3,0.348,58,12025.88,10,0.502,0.594,1,1,1,1,23,0
Agric,Kano,None,64,649882.34,602715.74,636612.57,3,0.442,44,14770.05,10,0.428,0.719,1,0,0,1,34,0
Fashion,Oyo,Inventory,92,975350.23,824083.98,841973.79,24,0.253,60,16255.84,2,0.77,0.435,1,0,0,1,23,0
Transport,Lagos,Property,36,993079.84,855962.27,995077.33,6,0.248,74,13420.0,8,0.295,0.443,1,0,1,1,50,0
Tech,Abuja,None,106,466951.3,257071.22,658142.06,6,0.338,71,6576.78,8,0.648,0.978,0,0,1,1,52,0
Fashion,Oyo,None,25,411664.05,380312.9,416801.13,24,0.35,59,6977.36,6,0.301,0.803,3,0,1,1,40,0
Agric,Rivers,Equipment,122,691697.72,356596.55,1777700.27,9,0.207,56,12351.74,8,0.488,0.554,2,1,1,1,24,0
Agric,Rivers,None,133,614914.55,540972.82,871690.65,18,0.286,63,9760.55,8,0.62,0.539,1,0,1,1,62,0
Retail,Lagos,Property,56,4660410.08,2392387.95,8469657.1,18,0.263,73,63841.23,12,0.802,0.235,1,0,0,0,40,0
Food Services,Rivers,Vehicle,39,516326.6,295909.79,905160.39,9,0.276,55,9387.76,7,0.305,0.99,2,1,1,1,23,0
Transport,Delta,Equipment,140,946663.31,607668.19,2034230.79,12,0.192,57,16608.13,6,0.591,0.586,3,1,0,0,58,0
Fashion,Enugu,Vehicle,40,1109404.39,923015.86,3321006.09,12,0.344,54,20544.53,8,0.205,0.584,0,0,1,1,22,0
Agric,Delta,Inventory,32,2572713.82,2327635.01,4139257.97,9,0.206,49,52504.36,7,0.237,0.355,0,0,1,1,26,0
Fashion,Abuja,Inventory,61,351489.06,281164.69,459264.49,3,0.158,77,4564.79,7,0.408,0.694,4,1,1,1,28,0
Trading,Oyo,None,174,2435549.72,2015407.28,7148804.18,3,0.299,55,44282.72,8,0.597,0.997,1,0,0,1,48,0
Agric,Delta,None,83,638798.27,402697.01,1912598.2,18,0.162,62,10303.2,3,0.188,0.729,1,0,1,1,53,0
Tech,Abuja,None,48,6928893.61,6505672.83,16991946.47,24,0.35,56,123730.24,8,0.888,0.969,1,1,1,0,48,0
Trading,Enugu,Inventory,92,1010890.31,690923.71,2521337.07,3,0.328,54,18720.19,5,0.839,0.848,1,0,1,0,45,0
Food Services,Enugu,Inventory,63,241340.43,219815.57,366429.69,6,0.32,54,4469.27,7,0.292,0.982,3,0,1,1,43,0
Food Services,Kaduna,None,119,610819.75,519602.63,1128340.26,9,0.179,59,10352.88,4,0.418,0.294,1,0,1,0,38,0
Tech,Delta,Equipment,79,2428155.37,1615378.8,3349707.09,3,0.187,67,36241.12,8,0.192,0.548,1,1,1,1,60,0
Retail,Oyo,None,106,784959.21,513685.84,1606913.95,9,0.35,61,12868.18,7,0.168,0.868,2,1,1,1,59,0
Trading,Oyo,None,79,691305.51,557030.79,1772748.57,24,0.16,60,11521.76,3,0.705,0.376,1,0,1,1,56,0
Transport,Kaduna,None,87,1393177.19,1286198.02,1999439.18,12,0.185,69,20190.97,6,0.139,0.684,0,0,1,1,27,0
Tech,Enugu,Equipment,81,534721.9,429143.74,982809.91,24,0.379,75,7129.63,7,0.247,0.351,1,0,1,1,41,1
Fashion,Abuja,Inventory,71,603402.74,534519.59,1470748.85,9,0.2,59,10227.17,12,0.185,0.591,3,0,1,1,55,1
Transport,Enugu,Equipment,173,311698.9,291384.63,318605.2,18,0.299,59,5283.03,4,0.166,0.605,2,0,1,1,27,0
Trading,Oyo,None,48,3457093.28,2241929.08,7003786.99,24,0.18,50,69141.87,7,0.755,0.408,1,0,1,0,55,1
Trading,Rivers,Inventory,145,242716.62,180173.69,592081.69,12,0.221,64,3792.45,11,0.503,0.725,1,0,1,1,59,0
Fashion,Oyo,Vehicle,128,849599.21,657673.61,535561.55,18,0.414,57,14905.25,0,0.492,0.238,1,0,1,0,49,0
Agric,Oyo,None,95,1123428.91,671506.6,1274280.41,6,0.376,64,17553.58,8,0.861,0.754,1,0,1,1,62,0
Food Services,Delta,Inventory,57,720509.58,618843.48,405750.67,24,0.207,60,12008.49,12,0.242,0.619,1,0,1,1,51,0
Trading,Oyo,None,87,235984.99,145789.44,121775.87,24,0.214,61,3868.61,5,0.568,0.314,1,0,1,1,59,0
Fashion,Rivers,None,153,296888.63,242882.68,502942.07,12,0.292,61,4867.03,6,0.063,0.368,3,0,0,1,36,0
Food Services,Delta,Inventory,33,1167371.53,858859.62,2628554.41,3,0.34,67,17423.46,8,0.838,0.295,3,0,0,0,31,0
Tech,Oyo,None,105,361533.01,316884.4,526969.97,6,0.325,82,4408.94,4,0.312,0.891,1,1,1,0,48,0
Trading,Abuja,Inventory,137,113004.68,82515.99,231966.83,6,0.235,63,1793.73,11,0.384,0.863,2,0,0,0,22,1
Food Services,Kaduna,Vehicle,114,1033312.78,789451.26,1011320.44,24,0.434,51,20261.03,8,0.801,0.728,4,0,1,0,50,1
Agric,Kano,None,26,332619.4,193412.38,861837.34,3,0.401,49,6788.15,8,0.492,0.727,0,0,1,1,21,0
Tech,Abuja,None,92,1287351.22,1111864.71,1810629.45,3,0.345,60,21455.85,11,0.84,0.903,0,0,1,0,57,0
Food Services,Kaduna,Property,33,608371.4,414274.13,1379797.72,24,0.422,59,10311.38,10,0.594,0.645,4,0,1,0,28,0
Fashion,Kaduna,Inventory,167,582549.19,443252.95,480518.73,24,0.238,58,10043.95,7,0.298,0.213,0,0,1,0,26,0
Trading,Oyo,Property,63,764528.33,673340.32,1945931.14,6,0.24,49,15602.62,7,0.687,0.877,2,1,1,0,64,1
Fashion,Abuja,None,76,261805.2,187380.56,469979.66,3,0.243,61,4291.89,7,0.083,0.323,3,0,1,0,64,0
Agric,Kaduna,Equipment,154,347004.22,216360.29,1015219.92,24,0.198,48,7229.25,11,0.86,0.319,3,0,1,0,55,0
Fashion,Rivers,Vehicle,77,577271.72,357581.35,873658.69,18,0.192,74,7800.97,8,0.856,0.891,6,1,1,0,47,0
Transport,Enugu,None,35,260430.52,196585.12,698604.59,18,0.423,49,5314.91,4,0.815,0.963,4,0,1,0,35,1
Retail,Oyo,Property,160,1386697.94,875064.4,2121992.71,18,0.407,51,27190.16,9,0.782,0.275,1,0,1,0,61,0
Retail,Kaduna,Equipment,116,553135.85,360836.77,425765.72,24,0.315,66,8380.85,16,0.451,0.383,3,1,1,0,50,1
Trading,Kano,Property,109,197898.01,119859.37,439152.71,12,0.348,65,3044.58,11,0.225,0.813,1,1,1,0,62,0
Food Services,Kaduna,None,14,441032.53,309088.42,422251.2,3,0.222,57,7737.41,7,0.208,0.695,0,0,1,1,39,0
Agric,Lagos,Inventory,81,798972.9,567060.62,1997137.2,18,0.157,53,15074.96,5,0.225,0.694,1,0,1,0,48,0
Retail,Kaduna,None,83,488218.63,359653.2,652826.71,3,0.282,54,9041.09,9,0.781,0.348,0,0,1,1,40,0
Tech,Lagos,Vehicle,47,1045320.71,801535.79,2499426.09,3,0.351,59,17717.3,9,0.283,0.241,2,0,1,0,51,0
Transport,Enugu,None,102,1222774.13,934880.82,2083118.91,9,0.354,50,24455.48,7,0.322,0.357,3,0,1,1,46,0
Tech,Rivers,None,44,6334555.78,4214147.8,11671498.33,9,0.331,64,98977.43,12,0.057,0.371,0,0,1,0,25,0
Tech,Delta,Property,85,2054575.43,1860018.59,4800678.32,12,0.428,62,33138.31,11,0.196,0.891,2,0,1,0,51,0
Transport,Kaduna,None,144,167253.63,122136.2,361709.29,9,0.213,51,3279.48,7,0.797,0.521,1,0,0,1,57,0
Food Services,Lagos,Inventory,132,527440.2,461221.27,1139554.64,24,0.229,56,9418.57,4,0.663,0.406,3,0,1,1,25,0
Retail,Delta,None,51,573792.34,430815.0,1232140.34,24,0.174,52,11034.47,10,0.714,0.99,0,0,1,1,24,0
Fashion,Abuja,Equipment,38,1223913.21,816075.88,2402755.75,24,0.431,57,21472.16,5,0.513,0.68,3,0,1,0,35,0
Fashion,Oyo,None,2,314825.1,262057.77,792712.09,9,0.286,58,5428.02,8,0.176,0.674,1,0,1,0,63,0
Food Services,Lagos,Inventory,62,452196.93,262107.83,565268.87,12,0.271,58,7796.5,5,0.057,0.987,5,0,1,1,48,0
Food Services,Lagos,Inventory,4,238000.8,222853.51,227031.32,3,0.446,62,3838.72,7,0.454,0.26,2,1,1,1,25,1
Fashion,Rivers,None,23,424200.22,321347.0,991737.75,24,0.278,56,7575.0,10,0.455,0.382,0,0,1,1,45,0
Agric,Oyo,None,176,438682.42,239904.25,811374.64,6,0.25,57,7696.18,15,0.219,0.476,0,0,1,1,53,0
Fashion,Oyo,None,154,550341.77,379521.86,1514281.38,6,0.213,53,10383.81,7,0.596,0.518,2,0,1,0,58,0
Fashion,Kaduna,Equipment,101,250731.65,205760.98,730309.46,24,0.282,77,3256.26,9,0.438,0.249,2,0,1,0,21,0
Retail,Rivers,None,139,1765285.81,936747.81,4709491.3,24,0.356,62,28472.35,6,0.481,0.878,3,1,0,1,33,0
